class,RFoutput1,CNNoutput0,CNNoutput1
0,0.1,2.6395476,-5.043825
0,0.015,3.3602762,-6.2832823
0,0.06,2.2468495,-4.6545663
1,0.69,-6.56242,2.8065624
0,0.025,1.6378194,-3.973661
0,0.02,2.5782893,-4.814482
0,0.095,1.0562935,-4.097648
0,0.09,2.3926854,-3.8734202
0,0.035,1.1025105,-4.8111567
0,0.08,-0.28402397,-2.2809787
0,0.065,1.5292401,-4.989466
1,0.97,-3.0653124,0.69082505
0,0.015,2.9290638,-4.5772433
0,0.01,2.67265,-5.214104
0,0.02,4.7398844,-6.96479
0,0.05,3.4983163,-6.128385
0,0.03,1.2455062,-3.7635355
0,0.01,2.3872952,-4.58737
0,0.025,1.312035,-3.297964
0,0.015,3.0445616,-5.5563893
0,0.01,1.596462,-3.678666
0,0.005,1.8828684,-4.9910154
1,0.495,-4.70881,1.5433983
0,0.005,2.2392051,-3.9504178
0,0.015,2.9498034,-6.345769
0,0,2.9907758,-5.3000245
0,0.01,2.1455443,-4.5214806
0,0.015,2.1716316,-4.7175536
0,0,2.9098828,-6.011403
0,0.005,3.0763047,-5.1749325
0,0,4.124781,-6.778421
1,0.66,-2.540742,0.37871045
0,0.015,2.646298,-5.124493
0,0.005,3.0209966,-5.371137
1,0.805,-3.095076,1.0875136
0,0.065,-0.04244614,-2.1385968
0,0.135,-0.2875983,-1.8226736
0,0.035,2.5270343,-3.7410505
0,0.03,2.98482,-5.704214
0,0.025,2.76699,-6.491529
0,0.1,0.675378,-2.751275
0,0.015,3.503449,-6.7227445
0,0.025,2.154512,-5.0660295
0,0.015,1.3491215,-3.3975296
0,0.01,3.0495641,-4.9896617
0,0.215,-0.14177229,-1.292263
0,0.095,1.9328203,-4.4780536
0,0.035,3.4604468,-5.3567977
0,0.005,1.7680954,-3.5008118
0,0.055,0.5297038,-3.451959
0,0.05,0.6682261,-3.098115
0,0.085,1.6383536,-4.050292
0,0.015,2.3162332,-4.470713
0,0.09,-0.6746043,-2.6250675
0,0.05,1.5891694,-4.297726
0,0.025,2.1576662,-4.974859
0,0.03,2.7671585,-5.273996
0,0.03,2.2332695,-4.6512485
1,0.745,-3.924252,1.0094765
0,0.075,2.7566915,-4.90702
0,0.135,0.5164616,-2.3529978
0,0,3.8869576,-6.2141304
0,0.05,1.7602835,-3.845729
0,0.065,1.1620868,-4.0400467
0,0.085,2.6925216,-4.7430825
0,0.015,2.2680035,-4.8662467
0,0.02,2.9365046,-4.3646555
1,0.55,-5.2900925,3.6681228
0,0.14,-0.47126666,-1.8423234
0,0.02,1.9370333,-3.7120433
0,0,2.0976422,-3.9680772
0,0.005,5.388053,-7.7235513
0,0.005,2.6659212,-5.3462567
0,0.035,2.9897203,-5.255161
0,0.02,3.8248153,-6.1021876
0,0.06,3.9636085,-6.0625653
0,0.015,1.9275179,-4.6043324
0,0.005,2.873505,-5.979839
0,0.005,2.645738,-5.4355497
0,0.12,-0.96948135,-2.6529388
0,0.005,3.788177,-6.3104963
0,0.05,2.4594164,-4.07484
0,0.035,3.2126086,-5.188825
0,0.07,1.9391035,-4.21905
0,0.005,3.3569384,-5.028901
0,0.02,3.2088623,-5.5489945
0,0.12,0.8361511,-2.1891975
0,0.005,2.3952458,-3.9976954
0,0.03,3.6360555,-6.7017074
0,0.035,0.70077366,-2.7945135
0,0.045,0.7693261,-2.4115667
0,0.005,3.3638954,-4.966172
0,0,3.2003148,-5.512362
1,0.48,-5.475007,2.0758762
0,0.015,3.512721,-4.864559
0,0.07,2.7460394,-4.9971843
0,0.025,1.4827243,-4.050272
0,0.065,2.1065679,-4.3323517
1,0.51,-3.0801733,1.1520241
0,0.035,1.2516272,-4.1460786
0,0.01,2.177267,-4.678679
0,0.065,0.00078853406,-1.5758747
0,0.015,3.852823,-5.7011876
0,0.01,2.5642774,-5.19466
0,0.055,1.9593589,-4.153488
0,0,3.0440912,-5.155316
0,0.04,1.0879577,-2.046649
0,0.025,2.1965382,-4.569178
0,0.01,2.1573505,-4.5312324
0,0.02,2.7189116,-4.81887
0,0.075,2.2424796,-4.7540107
0,0.065,0.80084455,-3.300733
0,0.12,2.405469,-4.4434342
0,0.02,0.9682304,-2.886694
0,0.045,2.3391595,-4.197817
0,0.01,3.305927,-5.2227626
0,0.05,1.9799016,-4.615686
0,0.03,1.4339594,-3.7285838
1,0.475,-3.1058898,-0.69236666
0,0.015,4.0478587,-6.5956016
0,0.015,2.335034,-4.9823017
0,0.045,0.8948749,-2.754206
0,0.195,1.0166656,-2.968876
0,0.03,1.291487,-3.7133265
0,0.07,3.3216138,-4.956404
0,0.005,4.9463453,-6.771737
0,0,2.8382277,-5.124574
1,0.545,-1.4472337,-1.6732464
0,0.035,-0.47554332,-2.776114
1,0.865,-3.2055693,0.29939985
0,0,3.553998,-6.040934
0,0.025,2.9258757,-5.272631
0,0.02,2.3314672,-4.020822
1,0.535,-2.4994397,0.13124995
0,0.2,-2.3533216,0.7122093
0,0.365,-0.7755793,-2.1486094
0,0.07,0.39971852,-2.9465847
0,0.04,3.4750745,-6.0544224
0,0.02,2.4997697,-3.8206937
0,0.005,2.4175348,-4.8359904
0,0.04,2.1908784,-4.1877103
0,0.04,2.281279,-4.8226666
1,0.5,-3.8002553,0.07873736
0,0.01,2.5823257,-4.605759
0,0.065,2.5374951,-4.2535696
0,0.015,2.8911917,-4.9073477
0,0,2.6962538,-4.7181993
0,0.04,-0.5414887,-2.3226135
0,0.005,3.3125494,-5.3476996
0,0.045,2.3881311,-4.8939557
0,0.03,0.73167557,-2.4288223
1,0.8,-7.558611,3.1767664
0,0.25,-2.554104,-0.17573117
0,0.03,3.1904006,-4.753527
0,0.015,3.5347347,-5.192583
0,0.04,2.4568388,-4.326221
1,0.855,-3.5060797,0.4827459
0,0.04,2.8965604,-4.8301263
0,0.24,1.3167009,-3.335244
0,0.01,3.198636,-5.431662
0,0.03,3.8490696,-6.257484
0,0.085,0.05252876,-2.475683
0,0.085,-0.12618116,-2.1865227
0,0.015,2.6560116,-4.302651
0,0.04,2.9539478,-4.8164706
0,0.03,2.4779172,-3.6114166
0,0.03,3.7541752,-5.5459204
1,0.235,0.47622558,-2.8388119
0,0.005,3.0009565,-5.611913
0,0.045,0.5640063,-3.2149522
0,0.06,1.3479347,-3.6661525
1,0.805,-3.1502604,0.6251346
0,0.02,0.8892721,-3.028634
0,0.005,2.3433063,-5.0986843
0,0.02,1.9769332,-4.462871
1,0.8,-2.444941,-1.0382385
0,0.01,3.0211194,-5.1511035
0,0.07,1.0539758,-4.428364
0,0.03,1.0419321,-4.048709
0,0.01,1.8318266,-4.6746583
0,0.34,0.60414606,-3.2349555
0,0.035,3.5482967,-5.9322696
0,0.055,1.1702821,-4.4448647
0,0.005,2.6420236,-5.4618707
0,0,1.2486854,-3.7451706
0,0.115,0.3700993,-2.7839446
0,0.04,1.5708706,-3.2523763
0,0.075,1.5971954,-3.7233741
0,0.06,1.6081522,-5.090323
0,0,3.0919137,-5.507871
1,0.735,-4.6398935,2.0282745
0,0.01,2.01583,-4.063512
0,0.03,2.4067972,-4.187843
1,0.125,0.23273483,-2.4210262
0,0.015,3.4312787,-5.2010818
0,0,1.6871011,-3.5429661
0,0.005,1.9196488,-5.467874
0,0.325,-5.1222963,1.2946185
0,0,3.6403475,-6.747131
0,0.095,1.7190709,-4.6641426
1,0.865,-5.1648083,1.8635937
0,0.02,3.130875,-5.5362463
0,0.02,2.8194897,-5.582257
0,0.015,0.9144978,-3.0196748
0,0.285,-1.0555732,-1.6950951
0,0.05,1.975074,-4.1047077
0,0.04,2.9710646,-5.9047275
0,0.01,2.380894,-3.8670967
0,0.025,2.2034144,-4.0945454
0,0.015,2.5922456,-3.8597658
0,0.005,2.5692165,-4.3794847
0,0.08,1.0745137,-3.42678
0,0.16,-1.6489117,-1.1542331
0,0.02,0.70681053,-2.756774
0,0.05,1.6170058,-4.213545
0,0.03,2.5256803,-4.057178
0,0.005,2.4585578,-4.17283
0,0.01,2.3871982,-4.721414
0,0.14,0.8084591,-2.632772
0,0.01,2.6643941,-4.9641595
0,0.055,1.7820804,-4.2471046
0,0.04,0.2121844,-3.5211525
0,0.065,1.5742606,-4.1074815
0,0.01,1.8351971,-3.7836149
0,0.04,2.6011915,-4.173985
0,0.04,2.5882695,-5.277433
1,0.96,-5.1411223,2.6334777
0,0.025,1.7391182,-4.1415105
0,0.045,0.7594928,-3.4032702
0,0.035,1.7836161,-3.051485
0,0.03,1.9377613,-2.980218
0,0.065,0.785202,-3.385131
0,0.08,1.8502821,-4.215375
0,0.04,2.1343532,-4.201695
0,0,1.7541304,-3.8739758
0,0.035,1.4303707,-3.3117347
0,0.035,3.012528,-5.0348487
0,0.04,1.9965372,-4.467888
0,0.07,1.7070928,-4.5891595
0,0.025,2.939878,-5.2931
0,0.1,1.8245229,-3.6634278
0,0.015,2.4297657,-4.6774
0,0.035,1.0276096,-3.1869998
0,0.05,2.4495614,-4.399835
0,0.075,0.2455669,-2.8616836
0,0,3.7452698,-5.118105
0,0,4.580121,-6.733192
0,0.405,1.1682715,-2.5149949
0,0.02,1.9318776,-3.9688544
0,0,0.1219347,-2.8580575
0,0.05,0.9843939,-3.317422
0,0.06,1.9882693,-4.489013
0,0,3.0837383,-5.7733846
0,0.02,3.3602521,-5.6352305
1,0.335,1.720664,-3.1716545
0,0.195,1.2444401,-2.6644888
0,0.03,2.612051,-5.511584
0,0.75,-3.0683217,0.5484937
0,0.03,1.952703,-3.727304
0,0.065,1.9932058,-4.0354853
0,0.06,2.1253536,-3.8110876
0,0.135,0.73218435,-2.849132
0,0.07,2.1638238,-4.323547
0,0.035,1.5437794,-4.279585
0,0.06,2.7884188,-4.4614253
0,0.015,3.0486214,-4.9361434
0,0.03,2.1020365,-3.903329
0,0,2.6105902,-5.16867
0,0.075,2.308636,-4.235621
0,0.04,3.0396695,-5.48719
0,0.015,1.5606973,-3.031909
0,0.02,3.6205068,-6.805102
0,0.025,2.6201208,-5.005221
0,0.005,2.2147408,-4.4368396
0,0.35,-4.0739527,0.5604224
1,0.82,1.9862928,-3.3521485
0,0.14,1.7916318,-3.6820612
0,0.09,1.1079134,-3.5948818
0,0.015,1.6700554,-3.9257467
0,0.02,1.3918157,-4.0168724
0,0.08,2.7671475,-4.7664905
0,0.03,2.9838164,-5.2979608
0,0.02,2.1166682,-4.514002
0,0.01,1.5633299,-4.141212
0,0.015,2.686627,-5.100443
1,0.84,-5.093858,2.1426299
0,0.005,1.6827813,-3.4311874
1,0.885,-4.004702,2.659679
0,0.065,3.2575727,-5.6172976
1,0.79,-5.501562,2.4341211
0,0.035,-0.32897466,-2.3994012
1,0.91,-3.6184266,0.86248714
0,0.005,3.510089,-5.918126
0,0,4.50616,-7.2766056
0,0.015,3.902266,-6.095364
0,0.025,3.8320198,-6.360162
0,0.005,1.0586832,-3.1393514
0,0.02,2.597435,-4.6527534
0,0.11,1.6041436,-3.8168354
0,0.05,2.566115,-4.8852363
0,0.01,1.2483273,-3.3591082
0,0,2.658477,-4.915198
0,0,3.7482414,-6.2059293
0,0.01,1.1110301,-2.6519623
0,0.035,4.3902855,-6.6034646
1,1,-4.384661,1.596255
0,0.07,0.0839107,-2.2079756
0,0.005,5.128626,-8.1560955
0,0.005,4.744003,-7.351412
0,0.17,-0.47704008,-2.2066255
0,0.12,2.6009407,-4.792463
0,0.045,3.7127407,-5.9337234
0,0.045,2.613973,-4.726395
0,0.065,3.0833242,-5.1451116
0,0.015,1.6770618,-3.8969085
0,0.005,3.405789,-5.5807467
0,0.08,0.65682834,-2.401123
0,0.015,2.9131618,-4.0103827
0,0.03,2.8230128,-5.685865
0,0.005,3.1465151,-5.5311303
1,0.805,-5.886958,3.24818
0,0.155,-0.4746518,-2.880367
0,0.075,0.37294963,-3.290512
0,0.155,-0.87349004,-1.2271369
0,0.025,0.96753347,-3.484106
0,0.055,2.7658963,-5.0647254
0,0.03,2.9468076,-5.416264
0,0.085,3.0216484,-5.3479505
0,0.035,3.2051544,-6.011679
0,0.015,2.4740434,-4.291616
0,0.06,1.8060467,-4.0088334
0,0.015,2.872859,-5.3828063
0,0.055,1.7533435,-3.4574687
0,0.01,1.5863955,-3.6434743
0,0.005,2.0269086,-3.9416714
1,0.635,-1.8512825,-0.20099996
0,0.035,3.2216926,-5.949493
0,0.04,1.0603397,-3.3831732
0,0.005,1.714851,-3.7958252
0,0.015,0.71603733,-4.110847
0,0.02,3.0184236,-4.859484
0,0.115,0.09585821,-2.061902
0,0.055,2.1068325,-4.2175117
0,0.005,2.7234917,-4.3741918
0,0.025,1.8378731,-4.3002186
0,0.015,4.1398616,-6.6051226
0,0.005,2.1338835,-4.4310994
0,0.1,1.7155321,-4.0946393
0,0.03,2.3467057,-4.3512177
0,0.035,3.8916178,-6.318831
0,0.015,1.5597175,-2.8411582
0,0.03,4.3512406,-7.146663
0,0.01,1.9763932,-4.199561
0,0.02,2.2345796,-3.2021735
0,0.005,1.6487939,-3.8007274
0,0.005,3.7531636,-6.327064
0,0,1.8327229,-4.819299
0,0,2.5903773,-5.141098
0,0.01,3.6782722,-5.888226
0,0.005,2.8568065,-6.1256576
0,0.01,2.3707514,-4.8334193
0,0.015,1.8918447,-4.2149386
0,0.005,2.4092875,-5.02912
0,0.075,2.5381744,-4.458154
1,0.845,-3.6969624,0.9958388
0,0.075,1.1273295,-2.6685162
0,0,1.6864216,-4.510595
0,0.035,3.3124971,-5.3871527
0,0.04,1.8866127,-4.107
0,0.04,1.5727711,-4.4170074
0,0.035,1.4287628,-3.5787172
0,0.045,2.3724525,-6.26831
0,0,2.2709155,-4.881389
0,0.21,-1.0095636,-1.6942052
0,0.015,3.2949967,-5.657394
0,0.015,1.7473387,-5.253271
0,0.035,2.9688213,-4.9612045
0,0.005,3.060833,-5.7975082
1,0.85,-5.588878,3.4285169
0,0.175,-0.7039515,-1.3397452
0,0.005,3.015027,-5.140406
0,0.035,0.79972583,-2.8175817
0,0.015,2.5909996,-5.253011
0,0.01,3.610817,-6.191951
1,0.55,-4.8415403,1.9302473
0,0.595,-3.8687654,-0.2592212
0,0.015,3.2052708,-5.7110043
0,0.07,2.6689079,-4.651449
0,0.005,2.5689275,-4.7069125
0,0.025,2.1087637,-4.2841735
0,0.035,3.5959733,-6.2331758
0,0.065,0.17729339,-2.8945067
0,0.02,3.431881,-5.2904935
0,0.035,2.884049,-4.8987803
0,0.045,2.784046,-5.0362334
0,0.005,3.0895267,-5.369757
0,0.03,1.9060125,-4.3405027
0,0.14,1.4021779,-4.4878817
1,0.815,-1.2610947,-0.29215053
0,0.055,-0.1429443,-2.8505352
0,0.005,2.8666365,-4.5934877
0,0.06,2.5817657,-5.4948134
0,0.04,2.5096183,-5.3687887
0,0.025,1.941222,-4.3518033
0,0.015,2.8262978,-4.545892
0,0.01,2.7496774,-4.6330314
0,0.015,3.9800978,-5.7908597
0,0.21,1.1187874,-3.817244
0,0.015,2.7871852,-4.7405376
0,0,2.521019,-6.080321
0,0.065,1.7089384,-4.4073324
1,0.575,-0.59077203,-2.0315478
0,0.02,3.4852538,-5.4268637
1,0.42,0.46610552,-2.6855087
0,0.02,3.9781733,-5.7209
1,0.835,-4.72841,1.9826192
0,0.05,2.0148547,-3.79981
0,0.015,2.398003,-4.66508
0,0.04,1.8211906,-4.2031455
0,0.005,1.5092485,-3.8567572
0,0.04,2.9188323,-5.0872965
0,0.045,3.0186472,-5.270928
0,0.015,3.5663576,-5.649108
0,0.055,1.4033076,-3.4379165
0,0.015,1.5432526,-4.841681
0,0.025,4.042054,-5.728952
0,0.11,0.86441416,-4.182046
0,0.04,3.3943095,-6.4826965
0,0.075,-2.8970418,-0.33050847
0,0.02,1.4871019,-3.9051785
0,0.065,1.4861544,-3.9584517
0,0.005,2.1932971,-3.761948
0,0.02,1.053311,-2.6119647
0,0.175,-0.8131007,-1.0686966
0,0.025,3.8849037,-6.4424157
0,0.025,2.2220986,-4.2734914
0,0.035,2.3565385,-4.5168834
1,0.745,-5.1827755,2.3119354
0,0.015,2.0514886,-5.0304008
0,0.025,1.8352467,-4.2413325
0,0.035,1.9107797,-3.853644
1,0.88,-4.7308536,2.1082523
0,0.025,2.9931874,-5.237635
0,0.245,-1.8803072,-0.6380906
0,0.005,3.0145216,-4.1501117
0,0.055,1.7150109,-3.455591
1,0.24,-1.6463134,-0.10642566
0,0.025,2.0920444,-4.5404277
0,0.055,3.254187,-5.5540233
0,0.055,3.3756676,-5.757441
0,0.02,1.6400867,-4.00413
0,0.015,3.0851016,-5.2125416
0,0.075,-0.41287723,-1.9159281
0,0.05,3.1501994,-5.3876615
0,0.03,1.3262266,-3.8823323
0,0.035,1.3591398,-4.1512246
0,0.015,1.9948325,-4.2963233
0,0.05,1.1870832,-3.8014445
0,0.08,2.1847415,-4.676784
0,0.005,3.817646,-6.1063805
0,0.05,1.0803031,-3.4186733
0,0.015,2.1607075,-4.0778193
0,0.24,-2.376138,0.252136
0,0.01,3.4563766,-5.3011456
0,0.01,2.8896174,-4.9065413
0,0.095,1.0397158,-3.1693518
1,0.75,-1.0073417,-1.0786812
0,0.035,0.97834224,-4.3076377
0,0.03,1.5048412,-3.581251
0,0.02,2.5821352,-4.514402
1,0.79,-5.5739603,3.1372333
0,0.015,4.091175,-6.1938677
0,0.09,2.0620906,-4.0941925
0,0.04,2.721904,-4.7460914
0,0.115,1.049675,-3.2074308
0,0.035,1.5788438,-3.5518477
0,0.06,0.9200838,-2.787341
0,0.02,3.9100285,-5.491839
0,0.055,2.4204426,-3.8505564
0,0.03,-1.1191583,-0.9220779
0,0.045,0.6150064,-3.1209264
0,0.15,0.6480165,-3.22004
0,0.025,1.5763149,-3.6759548
0,0.015,3.2137456,-6.2154684
0,0.06,3.1531665,-4.0698576
0,0.01,3.1399577,-5.2088327
0,0.04,2.4145498,-4.1564612
0,0.015,2.8481762,-5.421326
0,0.045,2.7685056,-4.3874965
0,0.09,0.61474395,-2.6748018
0,0.04,3.2709866,-5.2439246
0,0.045,3.0505576,-4.6002994
0,0.035,3.0068119,-5.674477
0,0.18,-0.12212808,-2.461731
0,0.115,2.9891186,-5.132242
1,0.125,-1.1332654,-0.2147388
0,0.015,1.9561977,-4.0686536
0,0.05,2.694916,-4.892866
0,0.035,1.8743217,-4.7205615
0,0.04,0.8211117,-3.097704
0,0.01,2.479721,-5.120974
0,0.015,2.3052256,-4.5537977
0,0.075,2.8852596,-4.5156355
0,0.035,3.1199431,-4.9338703
0,0.005,2.1011124,-3.9523287
0,0.305,1.8618724,-3.6857738
0,0.125,2.5927877,-4.5333495
1,0.43,-3.4831378,1.2625992
1,0.91,-4.475739,1.5807389
0,0.03,2.0389268,-4.9053802
0,0.05,1.8771882,-3.7990756
1,0.455,-2.2308774,-0.21926291
0,0.015,2.3205223,-4.178164
0,0.08,3.0896094,-5.2282586
0,0,1.3128436,-3.026365
0,0.015,2.4217257,-5.626125
0,0.02,1.9453523,-3.7573936
0,0.045,2.8348517,-5.359491
0,0.03,4.041477,-6.376065
0,0.085,-1.1022999,-1.2691556
0,0.005,3.104819,-6.2482686
0,0.055,0.11192016,-2.9053507
0,0.015,1.6203364,-3.9740777
0,0.025,1.5539912,-3.9306529
0,0.04,2.7980533,-5.452951
0,0.005,2.9331841,-5.4936194
0,0.025,2.7248492,-5.05777
1,0.08,-1.6567837,-1.6456472
0,0.035,0.6016527,-2.1234334
0,0.01,4.039224,-5.783177
0,0,3.3132124,-6.0413947
0,0.005,2.9648538,-5.3182073
0,0.01,2.5957725,-4.7896366
0,0.065,3.2731302,-4.8815436
0,0.035,3.04216,-5.409185
0,0.165,-4.834966,2.5222054
0,0.01,2.0501719,-3.3730674
0,0.13,0.28146508,-2.2475
0,0.005,3.1206617,-5.4066896
0,0.005,1.7824752,-3.3106334
0,0.165,2.1166618,-4.698909
0,0.025,1.1710644,-3.5109649
0,0.075,2.5222592,-4.9095774
0,0.035,1.0333756,-3.6313133
0,0.02,2.627133,-5.0838842
0,0.02,2.400957,-4.822897
0,0.135,-2.6296978,0.36505878
0,0.05,1.6127437,-4.0693464
0,0.025,2.490077,-4.5914755
0,0.105,1.8154073,-4.2886844
0,0.065,3.1957827,-5.680838
0,0.025,1.4812279,-3.3957186
0,0.05,3.191187,-5.2097955
0,0.025,4.0765014,-7.0939627
0,0.065,1.5769618,-3.8834212
0,0.025,3.290629,-5.089291
0,0.045,2.864201,-5.171745
0,0.05,1.754004,-4.1013427
0,0.06,2.2639532,-4.8074374
1,0.925,-5.07281,2.0932927
0,0.01,1.9146466,-4.253497
0,0.02,3.3459587,-5.758955
0,0.03,3.9417148,-6.7086706
0,0.19,0.16361657,-2.4431872
0,0.025,2.9619415,-4.9803786
0,0.04,1.9905171,-4.69724
0,0.305,2.5521643,-4.853702
0,0.065,3.3078156,-6.199136
0,0.1,0.53715295,-2.6743631
0,0.05,2.7373357,-4.483235
0,0.025,2.954465,-5.413886
1,0.715,-3.6137636,1.4347796
0,0.005,3.9644308,-6.66582
0,0.03,1.7468731,-4.328569
0,0.055,2.0344648,-4.8176036
0,0.075,0.6350235,-3.4698381
0,0.01,3.492169,-4.6756167
0,0.3,-1.3026944,-0.9591188
0,0.02,2.5240648,-4.290885
0,0.03,1.5918494,-3.9974854
0,0.01,2.1643517,-4.720654
0,0.03,2.1261902,-4.336515
0,0.02,3.4691036,-5.882769
0,0.025,2.2438164,-4.050588
0,0.085,1.9812844,-3.6892114
0,0.015,1.7231,-4.1431265
0,0.015,2.47954,-4.568174
0,0.01,3.3646429,-4.971271
0,0.01,2.2296908,-4.0812335
0,0.045,2.8733773,-5.123788
0,0.055,2.8975544,-5.012105
0,0.02,1.620513,-3.7004218
0,0.015,4.6021137,-6.9217696
0,0.02,1.4224472,-4.1971264
0,0.1,0.20297554,-3.6076634
0,0.15,2.5798986,-4.3985076
0,0.01,3.2861962,-5.6182966
0,0.015,1.959111,-4.313968
0,0,0.49643448,-2.6876388
0,0.03,2.457502,-4.1897254
0,0.165,2.5166917,-3.7491503
0,0.125,0.4751583,-2.7927167
0,0.025,1.9957747,-3.9908004
0,0.025,2.2265158,-3.9470088
0,0.025,2.0984054,-3.9142513
0,0.02,1.251839,-3.98586
0,0.01,2.1261058,-4.316197
0,0.04,1.8845253,-3.2349591
0,0.05,2.4882293,-4.851957
0,0.03,2.2788029,-5.0023947
0,0.055,-1.1028247,-1.2777616
0,0.05,3.8237834,-6.2440705
0,0.015,1.6845174,-3.6676278
0,0.03,2.0725224,-3.4898958
0,0.015,3.6062987,-6.250935
0,0.045,2.0364935,-4.013107
0,0.01,1.9988685,-3.7254531
0,0.265,-0.5926448,-0.4619317
0,0.065,1.1962607,-3.9381812
0,0.035,2.7812905,-5.1819925
0,0.015,2.1138113,-3.7917864
0,0.01,2.7508578,-5.511564
0,0.055,0.94182885,-2.9976425
0,0.055,2.8111885,-4.374409
0,0.005,2.2759867,-4.941455
1,0.76,-4.7890396,1.2663916
0,0.095,1.4412861,-3.9396334
0,0.01,1.8869278,-3.7406416
1,0.865,-3.3305874,0.47312337
0,0.005,1.9574462,-4.06009
0,0.01,3.1717105,-5.2557416
0,0.035,2.922678,-6.1337743
0,0.04,1.9294913,-4.2047205
0,0.005,3.07065,-5.541921
0,0.02,0.77271926,-2.988276
0,0.015,3.8753242,-6.3378673
0,0.01,2.2905986,-4.8960085
0,0.12,1.5400496,-4.521604
0,0.045,1.5360181,-4.5554624
0,0.025,2.7575226,-5.9375243
0,0.005,2.1901038,-4.203111
0,0.02,2.6469474,-4.809152
0,0.01,3.4905066,-5.739632
0,0.02,2.645874,-5.0698943
0,0.015,2.13417,-4.977064
0,0.01,2.8471258,-5.691568
0,0.03,3.5393407,-5.6501713
0,0.105,1.1039631,-4.20652
0,0.025,1.231658,-2.9070344
1,0.5,-0.03503215,-1.9815202
0,0.06,1.788877,-4.0460935
0,0.01,3.9202747,-5.415922
0,0.01,2.793024,-4.300099
0,0.025,2.2162547,-3.5626698
0,0.035,1.5550961,-3.7524679
1,0.515,-3.3563461,0.6922851
0,0.075,2.9797406,-5.343818
0,0.025,2.361592,-5.1186104
0,0.085,2.1026254,-4.2337503
0,0.12,-1.1418431,-0.3579108
0,0.025,3.034359,-4.576185
0,0.01,3.722297,-5.036822
0,0.04,1.8345289,-4.2734685
0,0.085,1.3238264,-4.263395
1,0.16,-1.1091437,-1.2852672
0,0.035,2.3357868,-4.8470454
0,0.015,3.4946806,-5.5508504
0,0.035,0.2826484,-2.307329
1,0.88,-3.0930147,0.582457
0,0.025,2.3515763,-4.27212
0,0.015,0.37170717,-2.7352228
1,0.875,-4.1619177,0.7488956
0,0.01,2.2633324,-4.0806613
0,0,2.8608043,-5.15967
0,0.045,1.1905223,-4.012897
0,0.02,3.898716,-8.182164
0,0.02,3.063437,-5.2043567
0,0.005,2.061036,-4.6868725
0,0.01,0.98219436,-3.8038666
1,0.43,-4.0419464,1.2054231
0,0.01,2.2236168,-4.4294925
0,0.06,2.4975653,-3.3763604
0,0.015,3.042369,-6.1350627
0,0.055,0.737252,-2.5989823
0,0.01,0.3069624,-1.9738146
0,0.025,4.9192104,-6.4304852
0,0.015,3.4712741,-5.788276
0,0.09,3.4039662,-5.7879653
0,0,2.0427065,-4.0509706
0,0.055,2.337206,-4.6166677
0,0.005,2.814745,-4.7213197
0,0.08,-1.0888511,-1.786359
0,0.185,0.9542032,-2.5832753
1,0.9,-3.5097494,1.0013577
0,0.02,2.5903194,-4.504159
0,0.015,2.7791014,-4.8123946
0,0.005,2.8341515,-5.846795
0,0.025,2.964758,-5.3269486
1,0.795,-3.2164235,0.38773632
0,0.03,1.6974441,-3.9803877
0,0.04,3.4949448,-6.0065536
0,0.015,3.3494258,-6.9085784
0,0.005,0.33899844,-2.6942053
0,0.015,2.1148896,-4.288828
0,0.015,2.9101634,-5.1373005
0,0.015,3.6098936,-6.3453574
0,0.035,2.2437212,-4.876305
0,0.045,-0.49238244,-1.581643
0,0.025,3.1104996,-4.857348
0,0.01,3.4288635,-5.3467846
1,0.835,-3.477642,1.1936613
0,0.015,3.2522798,-5.2409225
0,0.045,1.3930628,-3.1425283
0,0.02,3.2092087,-5.7965245
0,0.015,3.034642,-5.2325892
0,0.12,-0.06937186,-2.0162094
0,0.05,-0.03291049,-2.1157012
0,0.015,3.7625985,-6.410818
0,0.055,3.0562994,-5.258817
0,0.02,0.9269972,-2.9323347
0,0.06,2.5459204,-4.3068976
0,0.045,2.9021983,-5.0725374
0,0.565,-1.6247063,-0.9659035
0,0.015,3.2891917,-5.570348
0,0.08,-0.82294166,-1.2844985
0,0.045,2.3539357,-5.113624
0,0.01,3.2538297,-5.869945
0,0.02,3.0843446,-5.545979
0,0.085,-0.01229603,-1.8119364
0,0.015,1.3108433,-3.0864115
0,0.045,1.6055765,-3.2910905
0,0.1,1.512407,-3.2646003
0,0.005,1.0439274,-5.206016
0,0.035,0.6148843,-3.356913
0,0.01,2.5819845,-4.117784
0,0.02,2.6286297,-4.5933332
1,0.515,-2.679452,-0.250394
0,0.145,-0.50671154,-2.1238596
0,0.065,1.9812083,-4.247624
0,0.065,1.6051847,-3.906373
0,0.045,0.6286909,-2.848546
0,0.035,2.6357565,-5.6572566
0,0.025,4.4151545,-6.57902
0,0.05,2.28747,-4.1502624
0,0.02,2.4434218,-5.7631116
0,0,2.0723705,-4.8519216
0,0.01,3.0665305,-4.5561223
0,0.01,2.4075603,-4.466141
0,0.01,2.548756,-4.7029023
0,0.005,2.8464916,-4.8013678
0,0.02,3.3357313,-5.258277
0,0.015,2.4828835,-4.33705
0,0.025,2.274428,-4.036231
0,0.07,1.8897655,-4.238819
0,0.01,2.3111296,-3.8528295
0,0.005,2.3838415,-5.400957
0,0.045,2.6620016,-4.357577
0,0.01,3.2378407,-6.058637
