class,sigmoid_output,softmax_output
0,[0.9274288  0.14571293],[0.986829   0.01317105]
0,[0.8966556  0.07211838],[0.9911214  0.00887854]
0,[0.99574417 0.00318431],[9.9998629e-01 1.3652967e-05]
0,[0.9662308  0.04409762],[0.9983903  0.00160969]
0,[0.9796729  0.02023596],[9.995716e-01 4.283619e-04]
0,[0.97552013 0.02964734],[9.9923384e-01 7.6611823e-04]
0,[0.9726527  0.03519876],[0.9989753  0.00102471]
0,[0.9637454  0.03719008],[0.99854904 0.00145096]
0,[0.9835137  0.01734727],[9.9970418e-01 2.9583185e-04]
0,[0.9489954  0.06506311],[0.99627376 0.00372629]
0,[0.98898894 0.01169779],[9.9986827e-01 1.3176427e-04]
0,[0.99528354 0.00768516],[9.999633e-01 3.669906e-05]
0,[0.9840906  0.01278871],[9.9979061e-01 2.0938338e-04]
0,[0.97141236 0.04176759],[0.99871886 0.00128111]
0,[0.9841814  0.01531661],[9.9975008e-01 2.4994978e-04]
0,[0.74153596 0.26350763],[0.88912    0.11088001]
0,[0.9547618  0.08921573],[0.99538016 0.00461982]
0,[0.98941845 0.01127137],[9.9987805e-01 1.2190367e-04]
0,[0.98687255 0.00421674],[9.999436e-01 5.632557e-05]
0,[0.99594927 0.00483929],[9.9998021e-01 1.9777743e-05]
0,[0.9032732  0.22782063],[0.9693738  0.03062625]
0,[0.96312433 0.06586477],[0.99730766 0.00269234]
0,[0.88007313 0.0761827 ],[0.98888737 0.01111258]
0,[0.96221536 0.08030133],[0.99658316 0.00341691]
0,[0.9932028  0.00504599],[9.999653e-01 3.470693e-05]
0,[0.9761126  0.01762978],[9.995610e-01 4.389859e-04]
0,[0.9698926  0.01509201],[9.9952459e-01 4.7543834e-04]
0,[0.8441518  0.15175028],[0.96802765 0.03197237]
0,[0.99514717 0.00580889],[9.9997151e-01 2.8491653e-05]
0,[0.8691297  0.15024221],[0.9740676  0.02593239]
0,[0.8929003  0.09353671],[0.9877743  0.01222574]
0,[0.9346043  0.04977808],[0.99634784 0.00365212]
0,[0.98905563 0.02265504],[9.9974352e-01 2.5643467e-04]
0,[0.9699978  0.01642139],[9.994838e-01 5.161293e-04]
0,[0.9667633  0.04965364],[0.998207   0.00179303]
0,[0.9593907  0.04641995],[0.9979437  0.00205628]
0,[0.9934244  0.00573561],[9.9996185e-01 3.8182003e-05]
0,[0.9788528  0.02191581],[9.9951613e-01 4.8384466e-04]
0,[0.9635229  0.03364553],[0.99868363 0.00131636]
0,[0.96755844 0.01400673],[9.995239e-01 4.760809e-04]
0,[0.9677627  0.03140925],[0.99892104 0.00107904]
0,[0.9633088  0.02172398],[9.9915493e-01 8.4509724e-04]
0,[0.87427723 0.10955969],[0.9826142  0.01738576]
0,[0.96264625 0.05036028],[0.99794644 0.00205355]
0,[0.9043041  0.08222564],[0.9906081  0.00939187]
0,[0.40924165 0.491546  ],[0.4174423  0.58255774]
0,[0.9430261  0.06446471],[0.99585426 0.00414581]
0,[0.99453753 0.00528634],[9.9997079e-01 2.9188524e-05]
0,[0.9604576  0.05578231],[0.9975737  0.00242635]
0,[0.96612954 0.12068351],[0.99521154 0.00478854]
0,[0.93275386 0.07054626],[0.99455774 0.00544223]
0,[0.98823255 0.02709461],[9.996685e-01 3.315048e-04]
0,[0.9830609  0.02705702],[9.9952102e-01 4.7895446e-04]
0,[0.97843826 0.01396692],[9.996880e-01 3.120495e-04]
0,[0.932887   0.03524848],[0.99737847 0.00262158]
0,[0.994699   0.00632048],[9.9996614e-01 3.3896667e-05]
0,[0.9833974  0.02319004],[9.995994e-01 4.006487e-04]
0,[0.96068037 0.04576771],[0.99804085 0.00195922]
0,[0.9530237  0.05341731],[0.99722606 0.00277391]
0,[0.6524872  0.27031213],[0.8352125  0.16478746]
0,[0.9586817  0.02921618],[0.99870455 0.00129541]
0,[0.97133607 0.02132216],[9.9935752e-01 6.4250734e-04]
0,[0.96583575 0.0331069 ],[0.9987903  0.00120972]
0,[0.9874242  0.02009371],[9.9973887e-01 2.6109247e-04]
0,[0.9878969  0.01034618],[9.9987197e-01 1.2806374e-04]
0,[0.99740547 0.00267807],[9.9999297e-01 6.9851135e-06]
0,[0.96797335 0.02072874],[9.993001e-01 6.998639e-04]
0,[0.9726041  0.01993222],[9.9942744e-01 5.7253399e-04]
0,[0.97241193 0.01829706],[9.9947149e-01 5.2849756e-04]
0,[0.9968766  0.00385349],[9.99987841e-01 1.21202875e-05]
0,[0.91972625 0.13401909],[0.9866725  0.01332742]
0,[0.9814538  0.00682306],[9.998702e-01 1.298024e-04]
0,[0.9547614  0.08982341],[0.9953458  0.00465428]
0,[0.9856909  0.01828512],[9.997297e-01 2.703139e-04]
0,[0.9747951  0.02645746],[9.9929774e-01 7.0219778e-04]
0,[0.9755824  0.02251319],[9.9942386e-01 5.7612197e-04]
0,[0.9860371 0.0099577],[9.9985754e-01 1.4240538e-04]
0,[0.9290947  0.10453652],[0.99116945 0.00883054]
0,[0.988308   0.01421461],[9.9982941e-01 1.7055975e-04]
0,[0.9755332 0.0127489],[9.996762e-01 3.237715e-04]
0,[0.98625237 0.00816193],[9.9988532e-01 1.1469426e-04]
0,[0.99560684 0.00410936],[9.9998176e-01 1.8207214e-05]
0,[0.9324307 0.0751646],[0.994145   0.00585507]
0,[0.9952642  0.00395242],[9.9998116e-01 1.8881179e-05]
0,[0.9281335  0.04999963],[0.9959413  0.00405875]
0,[0.9587181  0.04917647],[0.9977779  0.00222208]
0,[0.94578713 0.04457124],[0.99733317 0.0026669 ]
0,[0.98810637 0.01660964],[9.997968e-01 2.032620e-04]
0,[0.9714048  0.03084034],[9.9906415e-01 9.3585870e-04]
0,[0.99174154 0.00564112],[9.9995279e-01 4.7239373e-05]
0,[0.93242335 0.0937769 ],[0.99255615 0.00744388]
0,[0.83608514 0.06986149],[0.9854886  0.01451141]
0,[0.98818845 0.01341802],[9.998374e-01 1.625368e-04]
0,[0.96492076 0.04899068],[0.99813074 0.00186928]
0,[0.9754004  0.02616501],[9.993229e-01 6.771529e-04]
0,[0.94019294 0.05405181],[0.99637836 0.00362162]
0,[0.97893107 0.02907167],[9.9935597e-01 6.4401235e-04]
0,[0.9335751  0.05525169],[0.9958561  0.00414389]
0,[0.70916605 0.17677362],[0.9190641 0.0809359]
0,[0.9702495  0.03657673],[0.9988373  0.00116277]
0,[0.9713562  0.03041289],[9.9907589e-01 9.2410465e-04]
0,[0.9532129  0.05896802],[0.9969337 0.0030663]
0,[0.9764847  0.02827663],[9.9929976e-01 7.0027058e-04]
0,[0.9819256 0.0224532],[9.9957734e-01 4.2261300e-04]
0,[0.9948271  0.00465559],[9.9997568e-01 2.4320829e-05]
0,[0.9889563  0.01437609],[9.9983716e-01 1.6285299e-04]
0,[0.98435855 0.00911822],[9.9985373e-01 1.4620037e-04]
0,[0.99639857 0.00439168],[9.9998403e-01 1.5943051e-05]
0,[0.9748179  0.03308718],[9.9911684e-01 8.8319735e-04]
0,[0.9849429 0.0157759],[9.9975497e-01 2.4497675e-04]
0,[0.97308433 0.03914557],[0.99887437 0.00112562]
0,[0.9938134  0.00607256],[9.999620e-01 3.803217e-05]
0,[0.9877977  0.01212205],[9.9984837e-01 1.5155914e-04]
0,[0.9900095  0.00699365],[9.9992895e-01 7.1066759e-05]
0,[0.9505892  0.05647266],[0.99689853 0.00310144]
0,[0.97523075 0.02691833],[9.9929786e-01 7.0210116e-04]
0,[0.9746884  0.01856561],[9.995090e-01 4.910071e-04]
0,[0.9887905  0.01266155],[9.9985456e-01 1.4535814e-04]
0,[0.99678755 0.00243917],[9.9999213e-01 7.8800740e-06]
0,[0.9839431 0.0077173],[9.9987304e-01 1.2690113e-04]
0,[0.9923185  0.00570069],[9.9995565e-01 4.4379864e-05]
0,[0.93558747 0.05684819],[0.9958674  0.00413259]
0,[0.99348444 0.00802379],[9.9994695e-01 5.3045431e-05]
0,[0.9809388  0.02352326],[9.9953210e-01 4.6788517e-04]
0,[0.988918  0.0103406],[9.9988294e-01 1.1707509e-04]
0,[0.97273695 0.02876515],[9.9917066e-01 8.2939601e-04]
0,[0.93653506 0.05757814],[0.9958768  0.00412314]
0,[0.45920485 0.65771335],[0.30647206 0.69352794]
0,[0.9902524  0.00610299],[9.9993956e-01 6.0440376e-05]
0,[0.9679052 0.0462702],[0.99839383 0.00160612]
0,[0.9868515  0.02104453],[9.9971360e-01 2.8633655e-04]
0,[0.9590806  0.04837722],[0.9978358  0.00216426]
0,[0.98710316 0.00938977],[9.9987614e-01 1.2382786e-04]
0,[0.9835291  0.01575533],[9.9973196e-01 2.6800329e-04]
0,[0.9638359  0.09027736],[0.9962903  0.00370963]
0,[0.9913651  0.00458302],[9.9995995e-01 4.0100960e-05]
0,[0.97451425 0.01431507],[9.9962032e-01 3.7966442e-04]
0,[0.96581376 0.02490586],[9.9909675e-01 9.0327591e-04]
0,[0.9958609  0.00797423],[9.999666e-01 3.340912e-05]
0,[0.955997   0.04346778],[0.9979127  0.00208731]
0,[0.98264956 0.01514935],[9.997285e-01 2.715305e-04]
0,[0.9968923  0.00221977],[9.999931e-01 6.935325e-06]
0,[0.9762719 0.0151924],[9.9962521e-01 3.7480314e-04]
0,[0.981874   0.01910415],[9.9964058e-01 3.5941528e-04]
0,[0.9880933 0.0171425],[9.9978989e-01 2.1012816e-04]
0,[0.94649273 0.05847223],[0.99650145 0.00349857]
0,[0.98769695 0.01027974],[9.9987066e-01 1.2936053e-04]
0,[0.9626174  0.02750067],[0.99890304 0.00109697]
0,[0.99310005 0.00765451],[9.9994636e-01 5.3589665e-05]
0,[0.99592006 0.0041857 ],[9.9998283e-01 1.7219285e-05]
0,[0.99275255 0.01394236],[9.99896765e-01 1.03212384e-04]
0,[0.90786177 0.10102177],[0.9887239  0.01127616]
0,[0.9531203  0.03389825],[0.9982772  0.00172283]
0,[0.9931356  0.00527136],[9.9996340e-01 3.6626898e-05]
0,[0.9916476  0.01137538],[9.999031e-01 9.690486e-05]
0,[0.8439341  0.09919257],[0.9800432  0.01995684]
0,[0.95056224 0.0650784 ],[0.9963928 0.0036072]
0,[0.99811953 0.00233   ],[9.999956e-01 4.399820e-06]
0,[0.9444812  0.09770311],[0.9936752  0.00632485]
0,[0.9783416  0.02526369],[9.994266e-01 5.734513e-04]
0,[0.8427929  0.07876542],[0.9843019  0.01569802]
0,[0.9985312  0.00143777],[9.9999785e-01 2.1178573e-06]
0,[0.9616597  0.03361965],[0.9986149  0.00138508]
0,[0.9890698  0.01210977],[9.9986458e-01 1.3544665e-04]
0,[0.97816056 0.0271765 ],[9.9937671e-01 6.2333274e-04]
0,[0.8987782  0.08587045],[0.9895314  0.01046856]
0,[0.85492975 0.17907824],[0.9643052  0.03569471]
0,[0.9509631  0.06866788],[0.9962125  0.00378757]
0,[0.9959787  0.00272222],[9.9998903e-01 1.1020705e-05]
0,[0.9814402  0.01280584],[9.997547e-01 2.452488e-04]
0,[0.94361466 0.03244441],[0.9980003  0.00199971]
0,[0.98207885 0.01572192],[9.997086e-01 2.913948e-04]
0,[0.94692576 0.04361552],[0.9974504  0.00254957]
0,[0.9956304  0.00417094],[9.9998164e-01 1.8382014e-05]
0,[0.9527137  0.03432946],[0.9982387  0.00176135]
0,[0.979931   0.03389937],[9.9928194e-01 7.1810710e-04]
0,[0.98296607 0.01882826],[9.996675e-01 3.324264e-04]
0,[0.90260524 0.07533843],[0.9912849  0.00871505]
0,[0.9353864  0.04447662],[0.996795   0.00320501]
0,[0.99183136 0.01151099],[9.9990404e-01 9.5897805e-05]
0,[0.9912855  0.00901355],[9.999200e-01 7.995316e-05]
0,[0.96712744 0.03390335],[0.9988086  0.00119139]
0,[0.966611   0.03010681],[0.99892884 0.00107109]
0,[0.98375815 0.01280683],[9.9978584e-01 2.1413852e-04]
0,[0.9843985  0.01663116],[9.997321e-01 2.679696e-04]
0,[0.87898767 0.10203337],[0.98459756 0.01540237]
0,[0.9176029 0.1051347],[0.98956037 0.01043971]
0,[0.8123257  0.10417222],[0.97383696 0.02616305]
0,[0.99761873 0.00261709],[9.999937e-01 6.263134e-06]
0,[0.97031265 0.02518195],[9.9921024e-01 7.8973843e-04]
0,[0.99365175 0.00573573],[9.9996316e-01 3.6854355e-05]
0,[0.9747677  0.02937432],[9.9921727e-01 7.8276685e-04]
0,[0.98348916 0.01857461],[9.996824e-01 3.176314e-04]
0,[0.92047346 0.05856785],[0.9946538  0.00534617]
0,[0.9979771  0.00224003],[9.9999547e-01 4.5508637e-06]
0,[0.9858854  0.00942608],[9.9986374e-01 1.3621598e-04]
0,[0.9901973  0.01129952],[9.99886870e-01 1.13127964e-04]
0,[0.9958402  0.00491886],[9.9997938e-01 2.0648298e-05]
0,[0.9575272  0.05492959],[0.9974285  0.00257148]
0,[0.98734224 0.02323492],[9.9969518e-01 3.0486548e-04]
0,[0.9113774  0.09449262],[0.9899546  0.01004541]
0,[0.97734123 0.02183429],[9.9948275e-01 5.1723822e-04]
0,[0.9534105  0.03129018],[0.99842405 0.00157593]
0,[0.83021915 0.1688417 ],[0.96011454 0.03988551]
0,[0.97787994 0.03737193],[9.9912256e-01 8.7741762e-04]
0,[0.97483295 0.02623876],[9.993048e-01 6.951708e-04]
0,[0.8023226  0.13824376],[0.961978   0.03802193]
0,[0.98607814 0.01157225],[9.9983466e-01 1.6526780e-04]
0,[0.943241  0.0626672],[0.995993   0.00400696]
0,[0.9860693  0.02167123],[9.996872e-01 3.128430e-04]
0,[0.9686291  0.03349322],[0.9988789  0.00112108]
0,[0.9402317  0.09312601],[0.99351466 0.00648536]
0,[0.9202769  0.05836123],[0.9946595  0.00534048]
0,[0.97975266 0.00877429],[9.9981707e-01 1.8289893e-04]
0,[0.9829034  0.02596821],[9.995365e-01 4.635153e-04]
0,[0.9919893  0.00429106],[9.9996519e-01 3.4799825e-05]
0,[0.96076715 0.02553588],[0.9989311  0.00106894]
0,[0.96879166 0.04087118],[0.9986292  0.00137084]
0,[0.96543825 0.0653798 ],[0.997502   0.00249801]
0,[0.9976623  0.00265629],[9.999938e-01 6.240693e-06]
0,[0.9504408  0.07057014],[0.99605644 0.00394355]
0,[0.99028766 0.01034988],[9.998975e-01 1.025585e-04]
0,[0.9199997  0.06519897],[0.99397165 0.00602836]
0,[0.973652   0.02947104],[9.9917895e-01 8.2105951e-04]
0,[0.99090236 0.00736892],[9.999318e-01 6.815301e-05]
0,[0.99604994 0.00337107],[9.9998653e-01 1.3413628e-05]
0,[0.8570428  0.09228561],[0.9833242  0.01667574]
0,[0.9444463  0.03867168],[0.9976394  0.00236065]
0,[0.8495019  0.08871135],[0.98304635 0.01695368]
0,[0.960796   0.05045064],[0.99783677 0.00216325]
0,[0.94636023 0.05740367],[0.99656004 0.00343992]
0,[0.9437534 0.0441331],[0.99725586 0.00274417]
0,[0.99120575 0.01084959],[9.9990273e-01 9.7306736e-05]
0,[0.9782688  0.01252971],[9.9971825e-01 2.8178602e-04]
0,[0.9336836  0.03575341],[0.99737334 0.00262669]
0,[0.8217194  0.13036655],[0.9685001  0.03149997]
0,[0.9916775  0.00648322],[9.9994528e-01 5.4761334e-05]
0,[0.9969221  0.00484935],[9.9998498e-01 1.5044707e-05]
0,[0.8639518  0.16634013],[0.96953684 0.03046322]
0,[0.9469865  0.07936863],[0.995197   0.00480303]
0,[0.98944086 0.01136356],[9.9987733e-01 1.2264920e-04]
0,[0.96026903 0.06953086],[0.9969177  0.00308227]
0,[0.98526114 0.00949593],[9.9985659e-01 1.4339435e-04]
0,[0.9869257  0.01952583],[9.9973625e-01 2.6375055e-04]
0,[0.9267231 0.1092584],[0.9903943  0.00960568]
0,[0.9713542  0.02647849],[9.991985e-01 8.014624e-04]
0,[0.94117665 0.03397006],[0.9978071  0.00219296]
0,[0.9563621  0.07728082],[0.99619293 0.00380704]
0,[0.99197316 0.00617659],[9.999497e-01 5.028772e-05]
0,[0.9957819  0.00492168],[9.9997902e-01 2.0951022e-05]
0,[0.81202275 0.15516289],[0.9592179  0.04078208]
0,[0.9884322  0.01526111],[9.9981874e-01 1.8133820e-04]
0,[0.97088146 0.03652355],[0.9988644  0.00113564]
0,[0.88446635 0.10400674],[0.98506355 0.01493647]
0,[0.9866854  0.01523731],[9.9979120e-01 2.0875345e-04]
0,[0.98947173 0.00688786],[9.999262e-01 7.379162e-05]
0,[0.58434093 0.4900836 ],[0.59394306 0.4060569 ]
0,[0.98344666 0.01386707],[9.9976331e-01 2.3663726e-04]
0,[0.96048915 0.03266273],[0.9986129  0.00138706]
0,[0.98881835 0.01034873],[9.9988174e-01 1.1823378e-04]
0,[0.98031574 0.01551019],[9.9968374e-01 3.1624359e-04]
0,[0.9877572  0.02190848],[9.997224e-01 2.775505e-04]
0,[0.9936115  0.00890818],[9.999422e-01 5.778755e-05]
0,[0.9855408  0.01369196],[9.9979645e-01 2.0362569e-04]
0,[0.98761183 0.00602456],[9.9992394e-01 7.6021308e-05]
0,[0.9901466  0.01627444],[9.9983537e-01 1.6460681e-04]
0,[0.9847252  0.01846457],[9.9970824e-01 2.9172082e-04]
0,[0.9738809  0.02210631],[9.9939406e-01 6.0591660e-04]
0,[0.94602853 0.04599689],[0.99725693 0.00274313]
0,[0.96341205 0.02314381],[9.9910104e-01 8.9895842e-04]
0,[0.9828099  0.01058652],[9.9981290e-01 1.8711196e-04]
0,[0.9856058  0.00946286],[9.998605e-01 1.395006e-04]
0,[0.99627763 0.00389472],[9.9998534e-01 1.4608308e-05]
0,[0.9635947  0.02439382],[9.990563e-01 9.437699e-04]
0,[0.9924441  0.00823684],[9.999368e-01 6.322733e-05]
0,[0.9249    0.0408149],[0.99655676 0.00344321]
0,[0.9884809  0.01401777],[9.9983430e-01 1.6564819e-04]
0,[0.96711236 0.03869092],[0.9986332  0.00136681]
0,[0.94962335 0.03468639],[0.9980975  0.00190257]
0,[0.9968298  0.00226246],[9.9999285e-01 7.2115267e-06]
0,[0.9976259  0.00206993],[9.999951e-01 4.936085e-06]
0,[0.98162615 0.02853494],[9.994505e-01 5.494970e-04]
0,[0.95752376 0.07194892],[0.9965726  0.00342735]
0,[0.9478376  0.06550119],[0.99615747 0.00384258]
0,[0.9874255  0.01030752],[9.998673e-01 1.326127e-04]
0,[0.9064072  0.08632554],[0.9903384  0.00966164]
0,[0.9515247  0.03176703],[0.99833137 0.00166868]
0,[0.9637933  0.01492261],[9.994312e-01 5.687642e-04]
0,[0.8670505  0.09947401],[0.9833444  0.01665563]
0,[0.96465355 0.03852108],[0.9985341  0.00146587]
0,[0.70340425 0.16927505],[0.920878   0.07912207]
0,[0.9681429  0.03456907],[0.9988231  0.00117685]
0,[0.8927837  0.07265619],[0.9906786  0.00932136]
0,[0.9016205  0.10475228],[0.9873936 0.0126064]
0,[0.95654744 0.04333267],[0.99794656 0.00205339]
0,[0.9759529  0.01383062],[9.9965453e-01 3.4544116e-04]
0,[0.995593   0.00344872],[9.999846e-01 1.531823e-05]
0,[0.9963329  0.00345589],[9.9998724e-01 1.2763497e-05]
0,[0.9953656  0.00501209],[9.9997652e-01 2.3453369e-05]
0,[0.9510045  0.07445698],[0.99587256 0.0041275 ]
0,[0.929054   0.05336288],[0.99571383 0.00428624]
0,[0.97477865 0.02352359],[9.993771e-01 6.229223e-04]
0,[0.99631786 0.00338006],[9.9998748e-01 1.2534155e-05]
0,[0.7090001  0.31182927],[0.84318423 0.15681575]
0,[0.96187425 0.01965206],[9.992061e-01 7.939326e-04]
0,[0.97302467 0.04407383],[0.99872345 0.00127657]
0,[0.986943   0.01529655],[9.9979454e-01 2.0547146e-04]
0,[0.8991145  0.06271378],[0.9925483  0.00745172]
0,[0.84895515 0.10033911],[0.9805429  0.01945715]
0,[0.9893444  0.01074486],[9.9988306e-01 1.1696908e-04]
0,[0.99558747 0.00384311],[9.9998295e-01 1.7098360e-05]
0,[0.96678334 0.02749351],[9.9902964e-01 9.7038137e-04]
0,[0.96940696 0.05437503],[0.99818856 0.00181138]
0,[0.9951976  0.00236903],[9.9998856e-01 1.1458971e-05]
0,[0.989311   0.01527877],[9.9983239e-01 1.6761261e-04]
0,[0.9946419  0.00657481],[9.9996436e-01 3.5651661e-05]
0,[0.975935   0.02517633],[9.993636e-01 6.364380e-04]
0,[0.94460964 0.04898016],[0.9969891  0.00301094]
0,[0.9921516  0.00654286],[9.999479e-01 5.209569e-05]
0,[0.982206  0.0132082],[9.9975759e-01 2.4242785e-04]
0,[0.98850036 0.01139961],[9.998659e-01 1.341272e-04]
0,[0.951524   0.04998868],[0.9973265  0.00267354]
0,[0.97316927 0.02990662],[9.9915075e-01 8.4923668e-04]
0,[0.98962325 0.01216976],[9.9987078e-01 1.2916233e-04]
0,[0.97041434 0.04074877],[0.9987066  0.00129343]
0,[0.9913993 0.0073092],[9.9993610e-01 6.3872496e-05]
0,[0.97928876 0.02196129],[9.9952531e-01 4.7467076e-04]
0,[0.99185234 0.01592426],[9.9986708e-01 1.3291033e-04]
0,[0.994361   0.00788422],[9.9995494e-01 4.5065262e-05]
0,[0.91324896 0.07614703],[0.99223125 0.0077687 ]
0,[0.9948143  0.00485757],[9.9997461e-01 2.5444582e-05]
0,[0.9935777  0.00926497],[9.9993956e-01 6.0442679e-05]
0,[0.9966827  0.00565335],[9.9998105e-01 1.8922963e-05]
0,[0.9548766  0.07724852],[0.99605954 0.00394044]
0,[0.9787163  0.03661416],[9.991742e-01 8.258098e-04]
0,[0.97416717 0.0456926 ],[0.9987319  0.00126807]
0,[0.9606522  0.04378095],[0.9981281  0.00187184]
0,[0.9850251  0.01272525],[9.998041e-01 1.959116e-04]
0,[0.96862197 0.03383626],[0.9988668  0.00113321]
0,[0.926951   0.05916005],[0.99506915 0.00493087]
0,[0.9498343  0.03693668],[0.9979785  0.00202154]
0,[0.9757734  0.02384292],[9.9939394e-01 6.0606474e-04]
0,[0.9864871 0.0156462],[9.9978238e-01 2.1768139e-04]
0,[0.9670183  0.02056724],[9.9928433e-01 7.1569777e-04]
0,[0.9112571  0.04781752],[0.9951332  0.00486677]
0,[0.9495685  0.04785474],[0.99733776 0.00266219]
0,[0.97431225 0.02231329],[9.993986e-01 6.013556e-04]
0,[0.97341734 0.01966604],[9.9945253e-01 5.4752495e-04]
0,[0.9883344  0.01094059],[9.9986947e-01 1.3054629e-04]
0,[0.96602106 0.02706987],[9.9902225e-01 9.7769441e-04]
0,[0.9893635  0.01686518],[9.9981564e-01 1.8439136e-04]
0,[0.9795659  0.01316261],[9.997218e-01 2.781617e-04]
0,[0.9951539  0.00320801],[9.9998438e-01 1.5672038e-05]
0,[0.98492604 0.0297256 ],[9.9953139e-01 4.6865921e-04]
0,[0.9228838  0.09859009],[0.9909436  0.00905645]
0,[0.7369276  0.23185503],[0.90272945 0.09727054]
0,[0.963687   0.04090193],[0.9983956  0.00160439]
0,[0.9176609 0.1263681],[0.9871875  0.01281247]
0,[0.9844922  0.01423802],[9.997725e-01 2.274663e-04]
0,[0.9904241 0.0099696],[9.999026e-01 9.735184e-05]
0,[0.9721891  0.04157924],[0.99876046 0.0012395 ]
0,[0.9936941  0.00634439],[9.9995947e-01 4.0516221e-05]
0,[0.9930011  0.00766545],[9.9994552e-01 5.4442877e-05]
0,[0.9978194  0.00120848],[9.9999738e-01 2.6441237e-06]
0,[0.98322785 0.01322879],[9.9977142e-01 2.2863265e-04]
0,[0.9754715  0.01690966],[9.9956769e-01 4.3232477e-04]
0,[0.9096249  0.08390673],[0.990982   0.00901799]
0,[0.9845666  0.00995368],[9.9984241e-01 1.5757098e-04]
0,[0.9839462  0.01467852],[9.9975699e-01 2.4299943e-04]
0,[0.9443179 0.0343757],[0.99790525 0.00209474]
0,[0.9929518  0.00595515],[9.9995744e-01 4.2522588e-05]
0,[9.985292e-01 9.307199e-04],[9.9999857e-01 1.3721435e-06]
0,[0.99705577 0.00270373],[9.999920e-01 8.005479e-06]
0,[0.9827831  0.01272137],[9.997743e-01 2.256802e-04]
0,[0.96480423 0.04787626],[0.99816906 0.00183097]
0,[0.99353456 0.00610147],[9.9996006e-01 3.9947787e-05]
0,[0.996933   0.00480121],[9.9998510e-01 1.4841494e-05]
0,[0.9582138  0.04197559],[0.99809295 0.00190705]
0,[0.99795747 0.0010812 ],[9.9999774e-01 2.2152235e-06]
0,[0.94052917 0.03352484],[0.9978115  0.00218855]
0,[0.8271469  0.12306996],[0.9715076  0.02849231]
0,[0.9665571  0.02494093],[9.9911577e-01 8.8424655e-04]
0,[0.9943235  0.00527315],[9.9996972e-01 3.0262381e-05]
0,[0.96931016 0.06350288],[0.99785763 0.00214233]
0,[0.87034047 0.16187817],[0.972031   0.02796897]
0,[0.95772785 0.05994663],[0.9971933  0.00280675]
0,[0.96974057 0.02523512],[9.991929e-01 8.071621e-04]
0,[0.99160075 0.01636586],[9.9985909e-01 1.4091132e-04]
0,[0.9593187  0.03925912],[0.99827015 0.00172987]
0,[0.9806491  0.01424442],[9.997149e-01 2.850618e-04]
0,[0.9312899  0.08603051],[0.99310315 0.00689685]
0,[0.96286744 0.0481748 ],[0.9980519  0.00194807]
0,[0.9051461  0.11462738],[0.98661417 0.01338586]
0,[0.9848578  0.01070458],[9.9983358e-01 1.6633637e-04]
0,[0.9370996  0.05575225],[0.9960524  0.00394754]
0,[0.9821378  0.02166502],[9.9959737e-01 4.0258653e-04]
0,[0.9912622  0.01774743],[9.9984074e-01 1.5924257e-04]
0,[0.99096197 0.01518588],[9.9985933e-01 1.4061789e-04]
0,[0.98327476 0.01755061],[9.9969625e-01 3.0377167e-04]
0,[0.97901356 0.01681213],[9.9963355e-01 3.6641798e-04]
0,[0.97108465 0.0167108 ],[9.9949419e-01 5.0578645e-04]
0,[0.96839386 0.03658448],[0.99876213 0.00123784]
0,[0.995096   0.00533773],[9.9997354e-01 2.6445108e-05]
0,[0.97994596 0.02006985],[9.9958104e-01 4.1895319e-04]
0,[0.9012598  0.08671262],[0.989705   0.01029496]
0,[0.9505935  0.04507259],[0.9975528  0.00244719]
0,[0.93654174 0.0699563 ],[0.9949292 0.0050708]
0,[0.949563   0.05577301],[0.99687237 0.00312761]
0,[0.99379265 0.00767707],[9.999517e-01 4.832043e-05]
0,[0.9962768 0.0060842],[9.9997711e-01 2.2875525e-05]
0,[0.99367684 0.00652853],[9.9995816e-01 4.1815205e-05]
0,[0.95452565 0.04229923],[0.99790025 0.00209976]
0,[0.9780522  0.03548384],[9.9917513e-01 8.2488131e-04]
0,[0.76315886 0.3154797 ],[0.8748676  0.12513237]
0,[0.98937666 0.01392865],[9.9984837e-01 1.5164661e-04]
0,[0.8530369  0.09034184],[0.98317784 0.01682222]
0,[0.94705    0.11969636],[0.9924551  0.00754488]
0,[0.97914356 0.00888475],[9.9980909e-01 1.9091126e-04]
0,[0.95790863 0.01845393],[9.9917454e-01 8.2544622e-04]
0,[0.9641912  0.04090864],[0.99841845 0.00158159]
0,[0.8519565  0.24794869],[0.94581336 0.05418658]
0,[0.88764817 0.07234386],[0.9902256  0.00977435]
0,[0.98928726 0.01318744],[9.9985528e-01 1.4469106e-04]
0,[0.98131645 0.01570554],[9.996964e-01 3.037016e-04]
0,[0.9390476  0.14100231],[0.9894577  0.01054228]
0,[0.93516356 0.07323795],[0.9945509  0.00544913]
0,[0.98581463 0.01458425],[9.9978715e-01 2.1292147e-04]
0,[0.93783325 0.058509  ],[0.99589753 0.00410255]
0,[0.9962639  0.00496371],[9.9998128e-01 1.8707058e-05]
0,[0.9914     0.01015039],[9.9991107e-01 8.8945621e-05]
0,[0.9828341  0.03193148],[9.994242e-01 5.757682e-04]
0,[0.95818174 0.06007181],[0.9972185  0.00278153]
0,[0.96610314 0.01929384],[9.9931026e-01 6.8978936e-04]
0,[0.9821415  0.01703509],[9.9968505e-01 3.1502190e-04]
