,class,sigmoid_ouput
10098,0,[0.98822325 0.02304687]
10099,0,[0.99116385 0.00845236]
10100,0,[0.9481804  0.06178525]
10101,0,[0.96578485 0.05766655]
10102,0,[0.9626104  0.04529693]
10103,0,[0.98519903 0.01530819]
10104,0,[0.9946852  0.00934762]
10105,0,[0.99205506 0.00771101]
10106,0,[0.98850006 0.01008438]
10107,0,[0.99449676 0.00306344]
10108,0,[0.98478955 0.01591411]
10109,0,[0.98762685 0.03471072]
10110,0,[0.9822192  0.01927085]
10111,0,[0.97055286 0.02795202]
10112,0,[0.9940826  0.00809962]
10113,0,[0.97424906 0.02291701]
10114,0,[0.79548633 0.17614865]
10115,1,[0.09359731 0.94500816]
10116,0,[0.9964395  0.01060563]
10117,0,[0.9297564  0.05310341]
10118,1,[0.06910228 0.96538025]
10119,0,[0.97270465 0.02497444]
10120,0,[0.98638153 0.02031798]
10121,0,[0.9965654  0.00125932]
10122,1,[0.04066283 0.936753  ]
10123,0,[0.99268556 0.0111138 ]
10124,0,[0.9984303  0.00416295]
10125,0,[0.9937469  0.01514778]
10126,0,[0.96744263 0.04233935]
10127,1,[0.04024623 0.95452935]
10128,1,[0.06616182 0.9586095 ]
10129,0,[0.993802   0.00721834]
10130,0,[0.99201995 0.00774653]
10131,0,[0.9978148  0.00310327]
10132,0,[0.93909734 0.05565008]
10133,1,[0.06699528 0.9772611 ]
10134,0,[0.9444218  0.04855103]
10135,0,[0.9513716  0.04805128]
10136,0,[0.9356706  0.06721431]
10137,0,[0.98335373 0.0195535 ]
10138,0,[0.9877856  0.00679865]
10139,0,[0.96839416 0.01946329]
10140,0,[0.9970245  0.00297491]
10141,0,[0.99167174 0.00716879]
10142,0,[0.99351114 0.00540271]
10143,0,[0.93733954 0.05823491]
10144,0,[0.9548181  0.07146055]
10145,0,[0.85133725 0.22352104]
10146,0,[0.96637416 0.01215746]
10147,0,[0.99414486 0.00543444]
10148,0,[0.9941526  0.00409667]
10149,0,[0.9888052  0.00981849]
10150,0,[0.97012705 0.05315397]
10151,0,[0.99340385 0.01308888]
10152,0,[0.91615206 0.06294499]
10153,1,[0.02901345 0.9772574 ]
10154,0,[0.9857114  0.01707158]
10155,1,[0.05841082 0.914504  ]
10156,0,[0.9797291  0.02052041]
10157,0,[0.92189443 0.0778925 ]
10158,0,[0.95477813 0.05775652]
10159,0,[0.93114674 0.10114058]
10160,0,[0.940785   0.04600554]
10161,1,[0.06492039 0.96534884]
10162,0,[0.9189859  0.06887227]
10163,0,[0.9790303  0.01450046]
10164,0,[0.9798814  0.01348492]
10165,0,[0.9869856  0.03252912]
10166,0,[0.92847794 0.08267456]
10167,0,[0.979084   0.01792684]
10168,0,[0.94041234 0.07038772]
10169,0,[0.8875842 0.1792867]
10170,0,[0.9962878  0.00487548]
10171,0,[0.9916824  0.00885355]
10172,0,[0.96552116 0.01861106]
10173,0,[0.99086845 0.01024349]
10174,0,[0.99527234 0.00361844]
10175,0,[0.9892564  0.01588455]
10176,0,[0.9970317  0.00484448]
10177,0,[0.999134   0.00134673]
10178,0,[0.9887341  0.01274777]
10179,0,[0.42383403 0.5781557 ]
10180,0,[0.9941322  0.00385446]
10181,0,[0.99856514 0.00250902]
10182,0,[0.98174196 0.03106832]
10183,0,[0.9965628  0.00372667]
10184,0,[0.9906749  0.00917964]
10185,0,[0.99553275 0.00457305]
10186,0,[0.9986111  0.00102363]
10187,0,[0.9819556  0.02398853]
10188,0,[0.98586094 0.01528283]
10189,0,[0.9976295  0.00178114]
10190,0,[0.9960296  0.00651285]
10191,0,[0.8026759 0.2604663]
10192,0,[0.98082215 0.02672165]
10193,0,[0.9318094  0.05688063]
10194,0,[0.99187016 0.0076903 ]
10195,0,[0.97163624 0.02477559]
10196,0,[0.9807648  0.03829858]
10197,0,[0.9788835 0.0116043]
10198,0,[0.99197173 0.01452982]
10199,1,[0.10391129 0.89085054]
10200,0,[0.9130471 0.082273 ]
10201,0,[0.99595815 0.01016111]
10202,0,[0.9814026  0.01380173]
10203,0,[0.9676712  0.01633866]
10204,0,[0.96861845 0.0262841 ]
10205,0,[0.97795826 0.01932831]
10206,0,[0.91247874 0.07019502]
10207,0,[0.99337006 0.00297547]
10208,0,[9.9902153e-01 7.9895713e-04]
10209,0,[0.9657353  0.02626825]
10210,1,[0.04231259 0.9260139 ]
10211,0,[0.9443251  0.03938456]
10212,0,[0.8760284  0.11754026]
10213,0,[0.9897383  0.01129359]
10214,0,[0.9951534  0.00662761]
10215,0,[0.9879738 0.0108631]
10216,0,[0.981752   0.02801516]
10217,0,[0.9929329  0.00981032]
10218,0,[0.98130393 0.02219256]
10219,1,[0.03848286 0.9711556 ]
10220,0,[0.99678934 0.00322141]
10221,0,[0.997811  0.0017169]
10222,0,[0.96370184 0.05832136]
10223,0,[0.96294737 0.03983736]
10224,0,[0.97647756 0.02973451]
10225,0,[0.8912088  0.17232418]
10226,1,[0.03054526 0.97287285]
10227,0,[0.98396605 0.01779299]
10228,0,[0.95896876 0.02571293]
10229,0,[0.98901016 0.00786871]
10230,0,[0.96328837 0.02999201]
10231,0,[0.94409543 0.09588217]
10232,0,[0.9356637  0.08632601]
10233,0,[0.7037468  0.38457885]
10234,1,[0.02903918 0.9695849 ]
10235,0,[0.50798994 0.5236403 ]
10236,0,[0.7947959  0.22483456]
10237,0,[0.98212034 0.02999718]
10238,0,[0.98999155 0.01165483]
10239,0,[0.9570837  0.06705306]
10240,0,[0.99277663 0.00798648]
10241,0,[0.99351656 0.00701311]
10242,0,[0.99269617 0.00997887]
10243,0,[0.9868504  0.01205663]
10244,1,[0.02277702 0.9694538 ]
10245,0,[0.9410333  0.06117219]
10246,0,[0.99014926 0.01186723]
10247,0,[0.9930704  0.00526983]
10248,0,[0.99560344 0.00764781]
10249,0,[0.97196084 0.02914288]
10250,0,[0.92002666 0.07362942]
10251,0,[0.9705659  0.05171766]
10252,0,[0.9879055  0.00930247]
10253,0,[0.8127906  0.18107505]
10254,0,[0.9661649  0.04557401]
10255,0,[0.9818364  0.02824849]
10256,0,[0.9906376  0.00909681]
10257,0,[0.96731925 0.04893631]
10258,0,[0.9892518  0.00825097]
10259,0,[0.952681   0.02396362]
10260,0,[0.95343184 0.08534933]
10261,0,[0.9946083  0.00797847]
10262,0,[0.9907947  0.00917854]
10263,0,[0.9762839  0.02166498]
10264,0,[0.97908425 0.03000646]
10265,0,[0.91513324 0.04626628]
10266,0,[0.9894832  0.01426814]
10267,0,[0.99284667 0.00377972]
10268,0,[0.98082733 0.0240239 ]
10269,0,[0.97188896 0.01459866]
10270,0,[0.9944026  0.00658607]
10271,0,[0.88287205 0.06331959]
10272,1,[0.09919378 0.9620655 ]
10273,0,[0.9982665  0.00382307]
10274,0,[0.9894516  0.01551568]
10275,0,[0.59615207 0.42854768]
10276,0,[0.9877923  0.01422793]
10277,0,[0.90532154 0.16600095]
10278,0,[0.9981845  0.00142978]
10279,0,[0.9967458  0.00530053]
10280,1,[0.0474629 0.9582973]
10281,0,[0.96440345 0.02399869]
10282,0,[0.9625266  0.04609667]
10283,0,[0.9914669  0.01372579]
10284,0,[0.99257624 0.00464982]
10285,0,[0.9875788  0.02414199]
10286,0,[0.9960736  0.00562548]
10287,0,[0.9159768  0.08000843]
10288,0,[0.9905186  0.02115255]
10289,0,[0.9922593  0.00705637]
10290,0,[0.98562664 0.01075597]
10291,0,[0.9963309  0.00437568]
10292,0,[0.9822803  0.02531613]
10293,1,[0.02285028 0.97826296]
10294,0,[0.9715199  0.03541202]
10295,0,[0.98794717 0.01158156]
10296,0,[0.9871132  0.02541255]
10297,0,[0.9954241  0.00462428]
10298,0,[0.99218845 0.01499885]
10299,0,[0.9310131  0.05838122]
10300,0,[0.9246016  0.01929285]
10301,0,[0.91115165 0.08195855]
10302,0,[0.9556145 0.0266769]
10303,0,[0.9713326  0.02484635]
10304,0,[0.8970422  0.14738312]
10305,0,[0.94754934 0.05702119]
10306,0,[0.98500776 0.0212813 ]
10307,0,[0.93942976 0.07782137]
10308,0,[0.94383633 0.04499297]
10309,0,[0.96466833 0.03659348]
10310,0,[0.9773422  0.01577539]
10311,0,[0.9825294  0.02696314]
10312,0,[0.9950814  0.00619942]
10313,0,[0.93188107 0.06509859]
10314,0,[0.98009324 0.01900427]
10315,0,[0.9393676 0.0582179]
10316,0,[0.9975363  0.00182417]
10317,0,[0.99375063 0.00506114]
10318,0,[0.99129105 0.00755406]
10319,1,[0.04792308 0.93517745]
10320,0,[0.95563215 0.05699683]
10321,0,[0.26279318 0.59150004]
10322,0,[0.99463296 0.01000312]
10323,0,[0.99110377 0.01082435]
10324,0,[0.99452907 0.00768595]
10325,0,[0.99609035 0.00245916]
10326,0,[0.9922719  0.01285088]
10327,0,[0.99016577 0.00838341]
10328,0,[0.9552263  0.07406686]
10329,0,[0.9380393 0.0313381]
10330,0,[0.95829964 0.0519784 ]
10331,0,[0.9907573  0.01348529]
10332,1,[0.09234183 0.9387295 ]
10333,0,[0.99256176 0.00647503]
10334,0,[0.95874965 0.03878626]
10335,0,[0.79082066 0.13372259]
10336,0,[0.95025414 0.02377425]
10337,0,[0.917615   0.03384311]
10338,0,[0.98642075 0.03247575]
10339,0,[0.96549326 0.07517523]
10340,0,[0.9267565  0.06527394]
10341,0,[0.9900961  0.01066425]
10342,0,[0.9897363  0.01196398]
10343,0,[0.9933078  0.01214484]
10344,0,[0.9842217  0.00993828]
10345,0,[0.9923745  0.00933936]
10346,0,[0.9923165  0.00932055]
10347,0,[0.9894266  0.00794264]
10348,0,[0.9920208  0.01129728]
10349,0,[0.99792933 0.00194404]
10350,1,[0.02799995 0.9686742 ]
10351,0,[0.98595816 0.01984352]
10352,0,[0.9933002  0.00358498]
10353,0,[0.9823169  0.02083003]
10354,0,[0.99655473 0.00499718]
10355,0,[0.9929757 0.0072479]
10356,0,[0.851436   0.17954497]
10357,0,[0.9471756  0.04894002]
10358,0,[0.97692376 0.03599944]
10359,0,[0.9479857  0.07158806]
10360,0,[0.95270485 0.03679015]
10361,0,[0.9304851  0.04433369]
10362,0,[0.88913405 0.12963116]
10363,0,[0.9647615 0.0354027]
10364,0,[0.96428317 0.01745214]
10365,0,[0.98620194 0.02767622]
10366,1,[0.10397621 0.92549145]
10367,0,[0.9885866  0.01510145]
10368,1,[0.04706829 0.9740258 ]
10369,0,[0.91424274 0.07674655]
10370,0,[0.997315   0.00180375]
10371,0,[0.99171454 0.00813466]
10372,0,[0.8578929  0.34399554]
10373,0,[0.98991805 0.0116417 ]
10374,1,[0.05588669 0.96483916]
10375,0,[0.9700122  0.04284267]
10376,0,[0.9847548 0.0143085]
10377,0,[0.95825845 0.0404574 ]
10378,1,[0.04133848 0.97121304]
10379,0,[0.9907725  0.01269792]
10380,0,[0.9917706  0.01036453]
10381,0,[0.99810565 0.00648829]
10382,0,[0.9766442  0.08492678]
10383,0,[0.90681213 0.0942658 ]
10384,0,[0.90388376 0.05717753]
10385,0,[0.9739112  0.02403038]
10386,0,[0.9766352  0.02566295]
10387,0,[0.8774053 0.1086949]
10388,0,[0.98959935 0.00705481]
10389,0,[0.98940533 0.01217583]
10390,0,[0.88157034 0.08535402]
10391,0,[0.9446847  0.04139176]
10392,0,[0.85387176 0.12276521]
10393,0,[0.9850529  0.00706925]
10394,0,[0.9768379  0.05118068]
10395,0,[0.99575835 0.00581671]
10396,0,[0.96946824 0.05119308]
10397,0,[0.9922854  0.00708373]
10398,0,[0.9927819  0.00448674]
10399,0,[0.99015653 0.00878918]
10400,1,[0.04022335 0.96224993]
10401,0,[0.9965515  0.00455596]
10402,0,[0.961208   0.04212454]
10403,0,[0.90063703 0.12169625]
10404,1,[0.01589158 0.98799115]
10405,0,[0.96262723 0.04596227]
10406,0,[0.9979662  0.00189806]
10407,0,[0.9817862  0.02607946]
10408,1,[0.01907638 0.95667547]
10409,0,[0.99299073 0.00632687]
10410,0,[0.97779024 0.026032  ]
10411,0,[0.9965463  0.00341232]
10412,0,[0.9675589  0.04728002]
10413,0,[0.9938985  0.00476024]
10414,0,[0.9821023  0.02176531]
10415,0,[0.9103867  0.09075589]
10416,1,[0.02127131 0.9762127 ]
10417,0,[0.97981447 0.02365956]
10418,0,[0.99554574 0.00340365]
10419,0,[0.9914077  0.00584648]
10420,0,[0.9513289  0.08614714]
10421,0,[0.99756384 0.00243039]
10422,0,[0.9819504 0.0276776]
10423,0,[0.9977443  0.00291362]
10424,0,[0.99557257 0.00580708]
10425,0,[0.9511282  0.06564956]
10426,0,[0.984394   0.01895338]
10427,1,[0.13262215 0.9077768 ]
10428,0,[0.99386626 0.00990873]
10429,0,[0.9866578  0.01126413]
10430,0,[0.85768527 0.17345889]
10431,0,[0.99185795 0.00831283]
10432,0,[0.98823965 0.01633152]
10433,1,[0.04901537 0.9357301 ]
10434,0,[0.9776317 0.011043 ]
10435,0,[0.9931772  0.00892905]
10436,0,[0.9470162  0.10504711]
10437,1,[0.02989222 0.96979046]
10438,0,[0.96809614 0.01919132]
10439,0,[0.99222094 0.01048741]
10440,0,[0.97696894 0.03002307]
10441,0,[0.99721354 0.00379819]
10442,0,[0.9985374  0.00167014]
10443,0,[0.96412593 0.01774229]
10444,0,[0.9782325  0.03000163]
10445,0,[0.9480576  0.03941861]
10446,0,[0.9918858  0.01140961]
10447,0,[0.99459165 0.00623318]
10448,0,[0.9873219  0.01171008]
10449,0,[0.9172676 0.0474672]
10450,0,[0.89237356 0.12132867]
10451,0,[0.994905  0.0033498]
10452,0,[0.9797733  0.01340807]
10453,0,[0.97925913 0.01547113]
10454,0,[0.81901705 0.12582915]
10455,0,[0.95743936 0.07100171]
10456,0,[0.9430994 0.0763844]
10457,0,[0.9770428  0.02668967]
10458,0,[0.85406375 0.13173932]
10459,0,[0.9791828  0.01938801]
10460,0,[0.99323845 0.00806018]
10461,0,[0.9767819  0.03074253]
10462,0,[0.9974228  0.00276027]
10463,0,[0.93860537 0.05989541]
10464,0,[0.9949551 0.0067461]
10465,1,[0.02355605 0.9766966 ]
10466,0,[0.7996296  0.13621815]
10467,0,[0.9761253  0.01753487]
10468,0,[0.9556251  0.03827355]
10469,0,[0.9877521  0.01376154]
10470,0,[0.9468458  0.05717416]
10471,0,[0.9860876 0.0137335]
10472,0,[0.95539194 0.02304199]
10473,0,[0.9875135  0.01784744]
10474,0,[0.98834735 0.02362669]
10475,1,[0.03250784 0.9689042 ]
10476,0,[0.98952603 0.00587423]
10477,0,[0.99229914 0.00486833]
10478,0,[0.99128824 0.00880189]
10479,0,[0.97396016 0.02908734]
10480,0,[0.96551657 0.02146415]
10481,0,[0.99802506 0.00292509]
10482,0,[0.99485636 0.00572852]
10483,1,[0.02568907 0.97624743]
10484,0,[0.99463934 0.0057949 ]
10485,0,[0.981981   0.01316289]
10486,1,[0.01596494 0.9857755 ]
10487,0,[0.97643423 0.07101465]
10488,0,[0.9728875  0.03763827]
10489,0,[0.9939936  0.00898584]
10490,0,[0.9602643  0.04184474]
10491,0,[0.95386505 0.0754947 ]
10492,0,[0.97373384 0.02626142]
10493,0,[0.9674703  0.03203226]
10494,0,[0.9789675  0.01927215]
10495,0,[0.9715067  0.03711263]
10496,0,[0.9951165  0.00632516]
10497,0,[0.9818955  0.02025806]
10498,0,[0.98066276 0.03321516]
10499,0,[0.93811274 0.05096234]
10500,0,[0.98880905 0.01601387]
10501,0,[0.9879551  0.01445226]
10502,0,[0.990045   0.01159594]
10503,0,[0.9970047  0.00539237]
10504,0,[0.966776   0.04775635]
10505,0,[0.9810601  0.02102044]
10506,0,[0.975388   0.04996273]
10507,0,[0.9797497  0.02132466]
10508,0,[0.98826116 0.01187612]
10509,0,[0.96615946 0.02077305]
10510,0,[0.9941018  0.00485559]
10511,0,[0.99483705 0.00567782]
10512,0,[0.97461194 0.02936401]
10513,0,[0.97733855 0.02628728]
10514,0,[0.8214992  0.10806634]
10515,0,[0.9953349  0.00340318]
10516,0,[0.9366852  0.14801477]
10517,0,[0.9985399  0.00262128]
10518,0,[0.9693867  0.03062929]
10519,0,[0.9912951  0.01170661]
10520,0,[0.92646277 0.12408427]
10521,0,[0.9601764  0.04055913]
10522,0,[0.9378041  0.05409554]
10523,0,[0.97732806 0.03048499]
10524,0,[0.9879413  0.01403631]
10525,0,[0.97926736 0.01731749]
10526,0,[0.9953117  0.00504411]
10527,0,[0.9555256  0.07892776]
10528,0,[0.98095405 0.01658536]
10529,1,[0.05692158 0.95506567]
10530,0,[0.9609558  0.03038563]
10531,0,[0.98582065 0.01062015]
10532,0,[0.89494807 0.09461586]
10533,0,[0.95812875 0.0214334 ]
10534,0,[0.9970337  0.01004966]
10535,0,[0.98624843 0.02046244]
10536,0,[0.99470407 0.00687691]
10537,0,[0.9495795  0.04296013]
10538,0,[0.9074531  0.08444231]
10539,0,[0.98604494 0.01741266]
10540,0,[0.97521394 0.02497295]
10541,0,[0.9521061 0.056566 ]
10542,0,[0.9913157  0.01794253]
10543,0,[0.9386835  0.04801847]
10544,0,[0.9040525  0.07819885]
10545,0,[0.9922592  0.01202616]
10546,0,[0.969573   0.02391819]
10547,0,[0.99644744 0.00376384]
10548,0,[0.9942952  0.00644694]
10549,0,[0.98511213 0.00770536]
10550,0,[0.9953335  0.00322675]
10551,0,[0.98248935 0.01864671]
10552,0,[0.93894994 0.05656448]
10553,0,[0.95916986 0.0419565 ]
10554,0,[0.98712987 0.00609326]
10555,0,[0.9589102  0.05227422]
10556,0,[0.99622834 0.00410725]
10557,0,[0.98827285 0.0121312 ]
10558,0,[0.95331377 0.05123094]
10559,0,[0.9862065  0.01091809]
10560,0,[0.99471986 0.00529577]
10561,0,[0.982655   0.00806161]
10562,0,[0.97212964 0.02908355]
10563,0,[0.9874856  0.00916603]
10564,0,[0.9984744  0.00472959]
10565,0,[0.97685415 0.03091281]
10566,0,[0.9562422  0.04522526]
10567,0,[0.9788674  0.02049715]
10568,0,[0.997195   0.00881245]
10569,0,[0.9718918  0.02046009]
10570,0,[0.99878246 0.00274108]
10571,0,[0.98537886 0.00921257]
10572,0,[0.92752844 0.05544367]
10573,0,[0.8930597  0.07837539]
10574,1,[0.03533297 0.9610396 ]
10575,0,[0.9736733  0.02577686]
10576,0,[0.9669917  0.03733313]
10577,0,[0.9890588  0.00745613]
10578,0,[0.9841478  0.02851371]
10579,0,[0.94679636 0.03881921]
10580,0,[0.9692192  0.03370426]
10581,0,[0.9775114  0.01787664]
10582,0,[0.9800934 0.0341506]
10583,0,[0.99099284 0.01183565]
10584,0,[0.9920896  0.00872034]
10585,0,[0.9894237  0.01806501]
10586,0,[0.96133775 0.03526472]
10587,0,[0.9252207 0.0662031]
10588,0,[0.9763282 0.0319504]
10589,0,[0.9370886  0.07326938]
10590,0,[0.9945592  0.00949274]
10591,1,[0.06230169 0.9617848 ]
10592,0,[0.8994953 0.1128466]
10593,0,[0.99591476 0.00355711]
10594,0,[0.9219322  0.20011027]
10595,0,[0.99176824 0.01933268]
10596,0,[0.9833414  0.02246359]
10597,0,[0.99457574 0.00445559]
10598,0,[0.98193616 0.01622577]
10599,0,[0.98848754 0.01691417]
10600,0,[0.9699903  0.03095176]
10601,0,[0.9777543  0.05265268]
10602,0,[0.9985474  0.00192848]
10603,0,[0.9939355  0.00552632]
10604,0,[0.9821308 0.024872 ]
10605,0,[0.9566183  0.03805852]
10606,0,[0.9827192  0.02219372]
10607,0,[0.996151   0.00233625]
10608,0,[0.9925436  0.01086417]
10609,0,[0.9982368  0.00209326]
10610,1,[0.14618644 0.86015993]
10611,0,[0.9723785  0.03001832]
10612,0,[0.96781343 0.03212054]
10613,0,[0.9849208  0.01071173]
10614,0,[0.8943865  0.23904131]
10615,0,[0.9624966  0.02694115]
10616,0,[0.9948177  0.01098305]
10617,0,[0.99418455 0.00880938]
10618,0,[0.98368466 0.02217265]
10619,0,[0.9478714 0.066059 ]
10620,0,[0.98767567 0.00748143]
10621,0,[0.9948991 0.0168141]
10622,0,[0.97894317 0.02332903]
10623,0,[0.9945984  0.00362516]
10624,0,[0.9900648  0.01087362]
10625,0,[0.9885024  0.01097471]
10626,0,[0.9820458  0.01479865]
10627,0,[0.96464324 0.03706047]
10628,0,[0.9862926  0.01093738]
10629,1,[0.08420125 0.94492066]
10630,0,[0.9863707 0.0116294]
10631,0,[0.9889009  0.01552432]
10632,0,[0.9369159  0.04953068]
10633,0,[0.9443613 0.0579137]
10634,0,[0.9857512  0.01214963]
10635,0,[0.98591703 0.01527585]
10636,0,[0.97329515 0.01682363]
10637,0,[0.9683166 0.0215494]
10638,0,[0.9777328  0.01514855]
10639,0,[0.9934637  0.00523228]
10640,0,[0.99606675 0.00364991]
10641,0,[0.96138656 0.09964721]
10642,0,[0.99165064 0.00400907]
10643,0,[0.9648333  0.04273706]
10644,0,[0.9962692 0.0059408]
10645,0,[0.9906446 0.0069067]
10646,0,[0.9946361 0.002835 ]
10647,0,[0.9603823  0.04088163]
10648,0,[0.99712247 0.00389061]
10649,0,[0.963101   0.04543868]
10650,0,[0.9954913  0.01778104]
10651,0,[0.9549818  0.02601071]
10652,0,[0.9992411  0.00195702]
10653,0,[0.9984236  0.00113714]
10654,0,[0.9927953 0.0063633]
10655,0,[0.9863322  0.01314691]
10656,0,[0.9945456  0.00926485]
10657,0,[0.97963905 0.0114095 ]
10658,0,[0.994333   0.00627217]
10659,1,[0.04647525 0.9783401 ]
10660,0,[0.97939724 0.01829658]
10661,0,[0.9978387  0.00243007]
10662,0,[0.96211165 0.0323477 ]
10663,1,[0.09977543 0.9267917 ]
10664,0,[0.83735573 0.07356163]
10665,0,[0.95771044 0.03173919]
10666,0,[0.9652766  0.04108377]
10667,0,[0.9950976  0.00694335]
10668,0,[0.9838396  0.02185397]
10669,0,[0.9835504  0.01802904]
10670,0,[0.9894192  0.00896785]
10671,0,[0.97044355 0.02951651]
10672,0,[0.9954255  0.00506664]
10673,0,[0.9844444  0.01266366]
10674,0,[0.97884107 0.02706758]
10675,0,[0.9952571  0.00957928]
10676,0,[0.99777263 0.00245459]
10677,0,[0.6247947 0.3534926]
10678,1,[0.11887536 0.8968438 ]
10679,0,[0.9838635  0.01377415]
10680,0,[0.99845505 0.0072515 ]
10681,0,[0.9686584  0.03934378]
10682,0,[0.99154776 0.00800333]
10683,0,[0.9864107  0.00791436]
10684,0,[0.98670304 0.01323044]
10685,0,[0.96305966 0.03283584]
10686,0,[0.98782665 0.01599538]
10687,0,[0.9439488  0.03887016]
10688,1,[0.05258084 0.9466006 ]
10689,0,[0.9918623 0.0090008]
10690,0,[0.9865382  0.01005733]
10691,0,[0.929911   0.14380394]
10692,0,[0.9939008  0.00549923]
10693,1,[0.01962283 0.9856366 ]
10694,0,[0.9580846  0.04655361]
10695,0,[0.99597627 0.00500592]
10696,0,[0.55382645 0.54718673]
10697,0,[0.9539538  0.02977862]
10698,0,[0.8904171  0.11875615]
10699,1,[0.02725215 0.97877276]
10700,0,[0.99607    0.00841441]
10701,1,[0.06433948 0.9658522 ]
10702,0,[0.96739346 0.02724235]
10703,0,[0.9656163  0.04533472]
10704,0,[0.99447304 0.00727904]
10705,0,[0.97540003 0.01414226]
10706,0,[0.9222476  0.06047346]
10707,0,[0.956098   0.04988134]
10708,0,[0.99700266 0.00296004]
10709,0,[0.9911986  0.00998668]
10710,0,[0.99702966 0.00631844]
10711,0,[0.99137974 0.00904938]
10712,0,[0.99204016 0.01382329]
10713,0,[0.9653176  0.02893908]
10714,0,[0.95282346 0.04908767]
10715,0,[0.9921003  0.00846863]
10716,0,[0.9734524  0.02749503]
10717,0,[0.9646726  0.01960239]
10718,0,[0.9378505  0.04129285]
10719,0,[0.8923102  0.08844411]
10720,0,[0.9301305  0.04744165]
10721,0,[0.9763401  0.01694558]
10722,0,[0.978305   0.01618094]
10723,1,[0.03944971 0.95349133]
10724,0,[0.98176044 0.0310224 ]
10725,0,[0.96756905 0.01859656]
10726,0,[0.99319357 0.01041781]
10727,0,[0.9670638  0.03952378]
10728,0,[0.9246539  0.13749805]
10729,0,[0.99784327 0.00202633]
10730,0,[0.77380073 0.25175965]
10731,0,[0.9262642  0.07512856]
10732,0,[0.9755199  0.02497417]
10733,0,[0.91660523 0.04945311]
10734,0,[0.97639865 0.02422905]
10735,0,[0.94402087 0.08360555]
10736,1,[0.05505617 0.9523919 ]
10737,0,[0.97899216 0.02458397]
10738,0,[0.97029793 0.04469693]
10739,0,[0.9950647  0.00412911]
10740,0,[0.99493706 0.00242827]
10741,0,[0.93330896 0.05441228]
10742,0,[0.9693597  0.07076318]
10743,0,[0.9170832  0.12226712]
10744,0,[0.9858122  0.01874259]
10745,0,[0.99220484 0.01184025]
10746,0,[0.9682026  0.03531135]
10747,0,[0.99184716 0.00498571]
10748,0,[0.987153   0.01011144]
10749,0,[0.9972384  0.00380417]
10750,0,[0.9934088  0.00549005]
10751,0,[0.9821107  0.02806084]
10752,0,[0.984327   0.01604539]
10753,0,[0.9948154  0.00669866]
10754,0,[0.930938   0.10936043]
10755,0,[0.99542904 0.00415789]
10756,1,[0.05302708 0.98107624]
10757,0,[0.97910744 0.02171221]
10758,0,[0.9622251  0.04481328]
10759,0,[0.99379325 0.01340992]
10760,0,[0.9873996  0.00957902]
10761,0,[0.93534607 0.05958678]
10762,0,[0.9847436  0.01342891]
10763,0,[0.9240928  0.10402761]
10764,0,[0.9417597  0.11675521]
10765,0,[0.9345194  0.07575709]
10766,0,[0.9792197  0.01428916]
10767,0,[0.9772636  0.02680197]
10768,0,[0.9546979  0.03226702]
10769,0,[0.99004644 0.01068451]
10770,0,[0.9069611 0.1975144]
10771,0,[0.9969619  0.00268892]
10772,1,[0.08410383 0.87954456]
10773,0,[0.97156423 0.02424772]
10774,0,[0.9790618 0.0259886]
10775,0,[0.9731609  0.03331143]
10776,0,[0.847915   0.09144539]
10777,0,[0.9790536 0.0146025]
10778,0,[0.96196455 0.09775987]
10779,0,[0.9821348  0.01040445]
10780,0,[0.99327856 0.01439184]
10781,0,[0.9863679  0.01351749]
10782,1,[0.02543172 0.9767943 ]
10783,0,[0.9279462  0.11484527]
10784,1,[0.09347654 0.9496315 ]
10785,0,[0.9967264  0.00530581]
10786,0,[0.9754031  0.02376022]
10787,0,[0.9401076  0.04665646]
10788,0,[0.95123255 0.03653605]
10789,0,[0.966142  0.0438004]
10790,0,[0.9733778  0.02837962]
10791,0,[0.9557604  0.01844124]
10792,0,[0.9958461  0.00711284]
10793,0,[0.9840778  0.01450785]
10794,0,[0.97871745 0.03152043]
10795,0,[0.9977295  0.00393332]
10796,0,[0.99883336 0.00322367]
10797,0,[0.8334242  0.20805521]
10798,0,[0.98839986 0.01326236]
10799,0,[0.9856227  0.02659387]
10800,0,[0.9963834  0.00430993]
10801,0,[0.98892105 0.00690154]
10802,0,[0.9973241  0.00494399]
10803,0,[0.96629554 0.03867016]
10804,1,[0.08360313 0.94411916]
10805,1,[0.04406671 0.96289706]
10806,1,[0.0335747 0.9610984]
10807,0,[0.9777427  0.02304603]
10808,0,[0.9938958  0.00674498]
10809,0,[0.9487754  0.06320217]
10810,0,[0.9922736  0.00670444]
10811,0,[0.9885147  0.01482466]
10812,0,[0.9857545 0.0204745]
10813,0,[0.8593482  0.12355483]
10814,0,[0.9800838  0.02016778]
10815,0,[0.98594075 0.01183167]
10816,0,[0.9909642  0.00801453]
10817,0,[0.9088694 0.1411548]
10818,0,[0.87619394 0.09299896]
10819,0,[0.9931497  0.00834955]
10820,0,[0.97805434 0.03818144]
10821,0,[0.98628056 0.01373123]
10822,0,[0.9854533  0.01442405]
10823,0,[0.955232   0.02059739]
10824,1,[0.04471508 0.9065944 ]
10825,1,[0.03231305 0.9708428 ]
10826,0,[0.98157793 0.02212265]
10827,1,[0.05147431 0.9561921 ]
10828,0,[0.9728386  0.02684377]
